Actual_interval_down,Actual_interval_up,Confirm_interval_down,Confirm_interval_up,Dailynew_actual,Dailynew_confirm,Dailynew_remove,Date,Predict_actual,Predict_confirm,Remain_confirm,Remove,ADate,Official_confirmed,Official_dailynew,Official_remove
36784.0,37540.0,35983.0,36731.0,-5.093170329928398e-11,49.44479848158517,96.28421920848359,2020/05/28,37162.614104551925,36356.517756295776,31236.554759006292,5119.9629972894845,,,,
36786.0,37541.0,36030.0,36778.0,-2.6921043172478676e-10,46.58722367232258,96.13573067959533,2020/05/29,37162.614104551656,36403.1049799681,31187.006251999017,5216.09872796908,,,,
36785.0,37541.0,36073.0,36820.0,2.837623469531536e-10,43.894773139858444,95.97916873005488,2020/05/30,37162.61410455194,36446.99975310796,31134.921856408822,5312.077896699135,,,,
36786.0,37541.0,36115.0,36864.0,1.0913936421275139e-10,41.35793923530582,95.81504924919045,2020/05/31,37162.61410455205,36488.35769234326,31080.464746394937,5407.892945948325,,,,
36785.0,37541.0,36153.0,36901.0,6.126356311142445e-09,38.96770691168058,95.64386124660541,2020/06/01,37162.614104558175,36527.32539925494,31023.788592060013,5503.536807194931,,,,
36786.0,37541.0,36190.0,36941.0,1.2507371138781309e-08,36.71562353151239,95.46606305684418,2020/06/02,37162.61410457068,36564.041022786456,30965.038152534682,5599.002870251775,,,,
36785.0,37541.0,36225.0,36975.0,-2.408341970294714e-09,34.59369718624657,95.28208788441862,2020/06/03,37162.614104568274,36598.6347199727,30904.349761836507,5694.284958136193,,,,
36786.0,37541.0,36257.0,37007.0,-1.0229996405541897e-08,32.594403083283396,95.09234345565073,2020/06/04,37162.614104558044,36631.229123055986,30841.85182146414,5789.377301591844,,,,
36785.0,37541.0,36287.975000000006,37038.0,-4.925823304802179e-09,30.710655119240982,94.89721356980863,2020/06/05,37162.61410455312,36661.93977817523,30777.665263013572,5884.274515161653,,,,
36785.0,37541.0,36317.0,37067.0,-1.076841726899147e-09,28.935775568519603,94.69705975285615,2020/06/06,37162.61410455204,36690.87555374375,30711.903978829236,5978.971574914509,,,,
36784.0,37541.0,36343.0,37094.0,-5.093170329928398e-11,27.263465612617438,94.49222286189342,2020/06/07,37162.61410455199,36718.139019356364,30644.67522157996,6073.463797776402,,,,
36785.0,37541.0,36369.0,37120.0,-7.275957614183426e-12,25.68782026478584,94.28302228890425,2020/06/08,37162.61410455198,36743.82683962115,30576.080019555844,6167.746820065307,,,,
36786.0,37542.0,36392.0,37144.0,-3.637978807091713e-11,24.203229206344986,94.06976133434455,2020/06/09,37162.61410455195,36768.030068827495,30506.21348742784,6261.816581399651,,,,
36785.0,37541.0,36415.0,37168.0,1.4551915228366852e-11,22.804435595753603,93.85272403435556,2020/06/10,37162.61410455196,36790.83450442325,30435.16519898924,6355.669305434007,,,,
36786.0,37541.0,36437.0,37189.0,-2.4010660126805305e-10,21.486487203495926,93.63217781335425,2020/06/11,37162.61410455172,36812.320991626744,30363.019508379384,6449.301483247361,,,,
36785.0,37541.0,36457.0,37209.0,-1.3096723705530167e-09,20.244698620233976,93.40837554234986,2020/06/12,37162.61410455041,36832.56569024698,30289.855831457266,6542.709858789711,,,,
36786.0,37541.0,36476.0,37229.0,-1.3023964129388332e-09,19.074687881424325,93.1815535460828,2020/06/13,37162.61410454911,36851.6403781284,30215.74896579261,6635.891412335794,,,,
36786.0,37540.0,36493.0,37246.0,2.735760062932968e-09,17.972293222403096,92.95193614223172,2020/06/14,37162.614104551845,36869.612671350806,30140.76932287278,6728.843348478025,,,,
36786.0,37541.0,36511.0,37264.0,5.362380761653185e-09,16.933609526364307,92.7197336541185,2020/06/15,37162.61410455721,36886.54628087717,30064.983198745027,6821.563082132144,,,,
36786.0,37542.0,36526.0,37279.0,-5.959009286016226e-09,15.95495519474207,92.485144217796,2020/06/16,37162.61410455125,36902.50123607191,29988.453009721972,6914.04822634994,,,,
36785.0,37541.0,36542.0,37294.0,-7.203198038041592e-10,15.032861070154468,92.24835438637001,2020/06/17,37162.61410455053,36917.53409714207,29911.237516405756,7006.29658073631,,,,
36786.0,37541.0,36555.0,37309.0,1.076841726899147e-09,14.164056563087797,92.00953988596302,2020/06/18,37162.614104551605,36931.698153705154,29833.39203308288,7098.306120622273,,,,
36785.0,37541.0,36569.0,37322.0,2.473825588822365e-10,13.345462864410365,91.76886598870897,2020/06/19,37162.61410455185,36945.043616569565,29754.96862995858,7190.074986610982,,,,
36785.0,37542.0,36581.0,37336.0,-7.275957614183426e-11,12.574185867764754,91.52648790433068,2020/06/20,37162.61410455178,36957.61780243733,29676.016327922018,7281.6014745153125,,,,
36785.0,37541.0,36593.0,37347.0,1.673470251262188e-10,11.847476112321601,91.28255293704206,2020/06/21,37162.61410455195,36969.46527854965,29596.581251097297,7372.8840274523545,,,,
36786.0,37541.0,36604.0,37358.0,-2.9103830456733704e-11,11.162768441819935,91.03719836668915,2020/06/22,37162.61410455192,36980.62804699147,29516.706821172425,7463.921225819044,,,,
36785.0,37541.0,36615.0,37368.0,2.1973391994833946e-09,10.51763070027664,90.79055421301473,2020/06/23,37162.614104554115,36991.14567769175,29436.43389765969,7554.711780032058,,,,
36786.0,37541.0,36624.0,37379.0,4.351022653281689e-09,9.909777611224854,90.54274249224636,2020/06/24,37162.614104558466,37001.05545530297,29355.800932778668,7645.254522524305,,,,
36786.0,37541.0,36634.0,37388.0,-1.913576852530241e-09,9.337056927914091,90.29387797051095,2020/06/25,37162.61410455655,37010.39251223089,29274.84411173607,7735.548400494816,,,,
36785.0,37541.0,36643.0,37397.0,-1.2623786460608244e-08,8.797434823827643,90.04406896049204,2020/06/26,37162.61410454393,37019.189947054714,29193.597477599407,7825.592469455308,,,,
36786.0,37541.0,36652.0,37406.0,4.43833414465189e-10,8.28899935852678,89.79341713283611,2020/06/27,37162.61410454437,37027.47894641324,29112.093059825096,7915.385886588144,,,,
36784.0,37541.0,36659.0,37414.0,6.097252480685711e-09,7.809948298767267,89.54201818053843,2020/06/28,37162.61410455047,37035.28889471201,29030.360989943325,8004.927904768682,,,,
36785.0,37541.0,36666.0,37421.0,1.1859810911118984e-09,7.358583223969617,89.28996214039944,2020/06/29,37162.614104551656,37042.64747793598,28948.429611026895,8094.217866909082,,,,
36785.0,37541.0,36673.0,37428.0,2.1827872842550278e-10,6.933304160251282,89.03733368579105,2020/06/30,37162.614104551874,37049.58078209623,28866.325581501354,8183.255200594873,,,,
36785.0,37541.0,36679.0,37434.0,6.548361852765083e-11,6.532603750245471,88.78421244485253,2020/07/01,37162.61410455194,37056.113385846475,28784.07397280675,8272.039413039725,,,,
36786.0,37542.0,36686.0,37440.0,-1.2223608791828156e-09,6.15506130297581,88.53067332500905,2020/07/02,37162.61410455072,37062.26844714945,28701.698360784714,8360.570086364734,,,,
36785.0,37541.0,36692.0,37446.0,-6.83940015733242e-09,5.799336637719534,88.27678684871717,2020/07/03,37162.61410454388,37068.06778378717,28619.22091057372,8448.846873213452,,,,
36785.0,37541.0,36697.0,37452.0,-1.1226802598685026e-08,5.464172645079088,88.0226190143876,2020/07/04,37162.61410453265,37073.53195643225,28536.66246420441,8536.86949222784,,,,
36786.0,37542.0,36702.0,37456.0,4.6202330850064754e-09,5.148378571648209,87.76823220725237,2020/07/05,37162.61410453727,37078.6803350039,28454.042610568806,8624.637724435092,,,,
36785.0,37541.0,36706.0,37461.0,1.227454049512744e-08,4.8508353407887626,87.51368490999994,2020/07/06,37162.614104549546,37083.531170344686,28371.379760999596,8712.151409345091,,,,
36785.0,37541.0,36711.0,37466.0,2.2337189875543118e-09,4.57048806820967,87.25903211069817,2020/07/07,37162.61410455178,37088.101658412896,28288.691216957108,8799.41044145579,,,,
36786.0,37542.0,36715.0,37471.0,7.275957614183426e-11,4.30634308361914,87.0043254652719,2020/07/08,37162.61410455185,37092.408001496515,28205.993234575453,8886.414766921062,,,,
36785.0,37542.0,36720.0,37474.0,5.820766091346741e-11,4.057463981233013,86.74961351306774,2020/07/09,37162.61410455191,37096.46546547775,28123.30108504362,8973.16438043413,,,,
36785.0,37541.0,36724.0,37478.0,3.637978807091713e-11,3.822968513115484,86.49494184633477,2020/07/10,37162.61410455195,37100.28843399086,28040.629111710397,9059.659322280464,,,,
36785.0,37541.0,36727.0,37483.0,-7.275957614183426e-12,3.6020253726965166,86.24035328563514,2020/07/11,37162.61410455194,37103.89045936356,27957.99078379746,9145.8996755661,,,,
36785.0,37541.0,36730.0,37486.0,-5.093170329928398e-11,3.3938518340873998,85.98588800877769,2020/07/12,37162.61410455189,37107.28431119765,27875.39874762277,9231.885563574877,,,,
36786.0,37542.0,36733.0,37488.0,-2.029992174357176e-09,3.197708049825451,85.73158386137948,2020/07/13,37162.61410454986,37110.48201924747,27792.864871811216,9317.617147436256,,,,
